TIT,TAT,AH,AFDP,GTEP,AT,AP,TEY,CDP,CO,Classification
1052.2,550.06,35.637,2.9301,20.331,28.467,1.0067,109.46,10.619,4.1045,2
1052.5,549.59,38.499,2.9375,20.423,28.505,1.0061,109.61,10.523,3.9714,2
1051.8,549.96,37.872,2.9167,20.29,28.207,1.0058,109.24,10.475,3.8418,2
1077.1,550.34,41.333,3.4858,24.624,27.334,1.0055,127.61,11.721,2.6823,2
1095.7,550.11,53.519,3.8682,27.815,26.125,1.0054,140.96,12.703,1.8476,2
1094.7,549.92,59.126,3.8331,27.598,25.468,1.0056,140.9,12.547,2.0198,2
1092.9,549.98,63.391,3.7431,27.17,23.748,1.0062,140.57,12.508,1.8832,2
1091.5,549.92,60.75,3.6622,26.915,22.437,1.0066,140.03,12.391,1.7741,2
1089.1,550.07,62.456,3.5966,26.46,21.756,1.0067,138.72,12.375,1.8556,2
1057.8,550.27,69.215,2.9202,21.08,20.878,1.0066,115.73,10.853,3.6986,2
1059.4,550.31,71.21,2.976,21.439,19.575,1.0062,117.39,11.002,3.516,2
1055,548.97,83.228,2.9746,21.127,17.639,1.0065,114.73,10.818,4.9206,2
1091.4,549.21,74.439,3.8146,27.263,20.997,1.0066,139.86,12.474,1.8895,2
1086.9,543.69,56.136,3.9296,28.115,22.963,1.0068,139.48,12.648,1.8253,2
1087,549.81,54.673,3.6726,26.223,24.287,1.0071,136.13,12.251,1.6174,2
1087,549.79,50.138,3.6695,26.207,25.615,1.0071,135.77,12.223,1.4904,2
1086,550.08,47.022,3.659,25.977,26.596,1.007,134.84,12.167,1.7761,2
1083.7,549.9,43.582,3.6135,25.54,27.126,1.0069,132.95,12.055,1.5674,2
1083.9,550.06,42.098,3.631,25.616,27.711,1.0068,132.92,12.157,2.0107,2
1083,549.62,41.995,3.6251,25.514,28.302,1.0064,132.05,12.021,2.9751,2
1081.7,549.74,46.575,3.514,25.312,28.216,1.006,131.24,12.082,2.9691,2
1081.8,549.9,49.943,3.5084,25.41,27.824,1.0052,131.41,12.1,2.8923,2
1081.6,550.05,50.121,3.4933,25.371,27.383,1.0053,131.29,12.059,1.7728,2
1082.2,550.08,54.667,3.5027,25.487,26.63,1.0051,132.11,11.989,1.6463,2
1084.1,549.99,59.454,3.5476,25.773,25.435,1.0055,133.9,12.049,1.8666,2
1081.2,549.85,61.951,3.4375,25.291,24.441,1.0054,132.22,11.936,2.2937,2
1080.6,549.93,65.234,3.4386,25.176,23.124,1.0051,132.39,12.022,1.9042,2
1081.8,550.17,71.238,3.4615,25.334,21.47,1.0047,133.37,12.034,2.0615,2
1064.7,550.4,74.68,3.0734,22.367,20.242,1.0043,121.3,11.242,3.0434,2
1055,549.97,76.946,2.8954,20.742,19.249,1.0048,114.11,10.734,4.1715,2
1046.9,549.84,72.247,2.6951,19.48,18.452,1.0038,108.88,10.286,5.1297,2
1048.2,549.97,74.006,2.7303,19.622,18.797,1.0039,109.21,10.328,4.551,2
1093.6,549.72,72.132,3.7383,27.643,20.252,1.0043,141.71,12.552,1.7368,2
1085.7,549.63,70.733,3.5717,26.097,21.463,1.004,136.12,12.18,1.5292,2
1093.5,549.93,66.649,3.8042,27.537,22.844,1.0038,141.1,12.594,1.1776,1
1095,550.45,59.907,3.8643,27.728,24.541,1.0041,141.62,12.642,1.3003,1
1095.4,550.01,58.075,3.8766,27.732,25.502,1.004,141.67,12.693,1.5933,1
1094.4,549.95,54.513,3.9697,27.43,26.181,1.0037,141.41,12.591,1.5407,1
1093.6,550.17,54.109,3.9133,27.259,25.934,1.0033,141.13,12.586,1.8846,2
1093.6,550.02,53.76,3.8246,27.421,25.59,1.0034,141.29,12.596,1.4663,2
1093.1,550.05,55.172,3.7429,27.293,23.188,1.0034,141.26,12.457,1.2746,1
1091.1,549.96,64.955,3.6891,26.998,20.988,1.0033,140.42,12.344,1.7733,1
1090.6,549.96,74.592,3.6525,26.876,19.763,1.0032,140.42,12.408,2.0975,1
1092.8,549.88,76.778,3.6917,27.33,19.408,1.0032,142.03,12.475,1.9189,1
1092.1,549.71,75.963,3.6611,27.178,19.584,1.0035,141.51,12.386,1.7533,1
1091.8,549.54,71.408,3.7072,27.011,20.02,1.0038,141.43,12.543,1.7007,1
1090.2,549.87,74.663,3.6458,26.767,19.534,1.0041,140.52,12.422,1.8125,2
1089.9,550.03,79.539,3.6622,26.646,18.31,1.0044,140.52,12.424,2.0203,2
1065.9,550.34,82.895,3.1709,22.463,17.825,1.0043,122.69,11.279,2.7284,2
1066,550.4,83.606,3.1745,22.433,17.529,1.0044,122.9,11.275,2.5578,2
1062.2,550.21,82.508,3.116,21.828,18.357,1.0044,119.84,11.015,2.9411,2
1050.8,550.34,82.733,2.8596,19.914,18.691,1.0047,111.44,10.471,4.3453,2
1047.1,550.42,82.859,2.7826,19.292,18.29,1.0049,108.87,10.377,4.5443,2
1046.6,550,83.822,2.7391,19.227,17.857,1.0051,108.56,10.385,4.7219,2
1046.2,550.18,80.01,2.702,19.051,18.025,1.0055,108.17,10.254,4.5711,2
1052.1,550.13,77.631,2.8233,20.022,17.616,1.0062,112.24,10.488,3.7911,2
1064.6,550.28,73.491,3.1148,22.236,18.687,1.0069,121.38,11.111,2.3126,2
1093.3,550.14,65.112,3.7146,27.14,19.43,1.0075,142.16,12.475,1.6954,2
1093.2,550.3,61,3.7209,27.121,19.815,1.008,141.84,12.491,1.9398,2
1094,550.42,59.032,3.7373,27.242,20.194,1.0084,142.41,12.6,1.8775,2
1094,550.39,57.541,3.745,27.312,20.442,1.0084,142.24,12.519,1.8847,2
1093.5,550.25,57.46,3.762,27.213,21.036,1.008,141.62,12.631,1.8934,2
1094.5,549.93,54.211,3.7921,27.487,21.668,1.0078,142.18,12.644,2.0407,2
1095.9,549.55,53.149,3.8437,27.709,21.897,1.0078,143.01,12.63,1.7106,1
1093,549.75,50.771,3.789,27.1,21.761,1.0077,141,12.579,1.6688,1
1095,549.81,51.766,3.8307,27.502,21.002,1.0078,142.56,12.607,1.6948,1
1093.6,549.96,53.912,3.7728,27.244,20.044,1.0079,142,12.59,1.9273,1
1096.2,549.68,58.404,3.8139,27.791,19.216,1.0081,144.13,12.679,2.0151,1
1095.2,549.66,62.027,3.7853,27.515,18.543,1.0081,143.56,12.595,1.8936,1
1093.8,549.75,65.451,3.7432,27.247,18.1,1.0083,142.67,12.642,1.3303,1
1092.4,549.84,68.572,3.6768,27.034,17.83,1.0085,141.96,12.564,1.2902,2
1091.7,550.07,70.264,3.6731,26.92,17.56,1.0084,141.61,12.507,1.0919,2
1071.2,550.4,71.016,3.2249,23.297,17.4,1.0082,126.26,11.53,2.5466,2
1071.2,550.35,72.932,3.2199,23.297,17.227,1.008,126.5,11.561,2.3971,2
1042.4,549.8,75.464,2.6309,18.492,17.171,1.0078,105.19,10.153,5.6255,2
1048.3,550.22,76.7,2.7538,19.395,17.324,1.0077,109.69,10.393,4.4895,2
1044.5,550.08,77.996,2.692,18.83,17.547,1.0078,106.74,10.246,4.7431,2
1051.1,550.01,75.644,2.8221,19.847,17.385,1.0078,111.49,10.447,3.8707,2
1048.5,549.98,73.236,2.7639,19.41,16.946,1.0082,109.83,10.432,4.5699,2
1049,549.87,74.993,2.7791,19.493,16.701,1.0086,110.19,10.406,4.7431,2
1047,549.87,65.763,2.7279,19.237,17.395,1.0092,108.77,10.279,4.9953,2
1092.1,550.28,59.58,3.6997,26.85,18.144,1.0096,141.49,12.42,1.8121,2
1093.3,550.13,49.137,3.7379,27.086,18.959,1.0099,141.84,12.529,1.4476,2
1092.7,549.99,48.017,3.7177,26.939,19.777,1.0102,141.22,12.512,1.5831,2
1093.2,549.93,47.295,3.7386,27.041,20.081,1.0104,141.56,12.461,1.5948,2
1091.8,550.21,43.745,3.7132,26.779,20.536,1.0105,140.31,12.552,1.4808,2
1092.8,549.71,41.884,3.7443,26.952,20.816,1.0104,140.82,12.494,1.518,2
1094.6,549.6,41.1,3.7805,27.314,20.96,1.0103,141.99,12.6,1.7031,1
1093.9,549.61,39.434,3.7839,27.205,20.929,1.0104,141.55,12.632,1.4205,1
1095.2,550.2,41.815,3.8171,27.503,21.092,1.0104,142.35,12.697,1.6157,1
1094.2,550.01,42.794,3.7766,27.342,20.85,1.0104,141.9,12.541,1.8662,1
1093.6,550.08,45.982,3.7566,27.174,20.09,1.0107,141.64,12.595,1.8428,1
1068.8,550.16,49.149,3.2115,22.847,19.358,1.0111,123.79,11.372,2.8022,1
1092.5,550.25,51.379,3.7041,27.065,18.909,1.0114,141.39,12.431,1.9777,2
1089.2,550.35,54.753,3.5914,26.419,18.689,1.0118,139.29,12.301,2.0092,2
1090.8,550.44,58.7,3.6251,26.672,18.089,1.0119,140.58,12.428,1.9984,2
1047.5,549.48,71.862,2.7031,19.344,16.071,1.0116,109.63,10.355,5.4441,2
1067.7,549.98,62.824,3.1472,22.665,18.707,1.0128,123.13,11.328,2.7602,2
1057,550.05,51.498,2.9574,20.927,20.391,1.0131,114.75,10.779,3.1985,2
1057.3,550.01,46.874,2.9659,20.919,21.643,1.0134,114.56,10.782,3.0738,2
1057,550.05,46.472,2.9346,20.943,21.949,1.0136,114.32,10.77,3.4413,2
1057.1,550.13,45.162,2.9989,20.955,23.019,1.0134,114.23,10.799,3.2349,2
1056.2,550.03,45.688,3.0012,20.762,23.833,1.0134,113.59,10.837,3.5456,2
1057.3,549.93,41.98,3.025,21.06,24.287,1.0131,114.25,10.865,3.5559,2
1057.9,549.83,41.365,3.0331,21.12,24.653,1.013,114.47,10.832,3.4161,2
1057.8,549.73,38.511,3.0067,21.12,24.828,1.0131,114.25,10.77,3.6318,2
1057.5,549.63,36.988,2.9843,21.078,24.538,1.0131,114.04,10.752,3.4003,2
1056.8,549.53,36.728,2.9543,20.931,23.232,1.0134,113.74,10.814,3.3853,2
1053.8,549.63,58.705,2.9533,20.413,19.338,1.0154,112.67,10.632,4.3312,1
1089.5,550,34.101,3.753,26.371,25.664,1.0161,137.47,12.314,1.9975,1
1089.2,549.83,34.673,3.7687,26.31,26.133,1.0161,136.96,12.322,1.8927,2
1087.8,549.66,32.583,3.7171,26.081,26.598,1.0161,135.73,12.358,1.9007,2
1087.5,549.71,30.985,3.7118,26.002,26.837,1.016,135.3,12.275,1.9462,2
1049.8,550.09,33.648,2.8538,19.617,26.804,1.0158,108.33,10.553,4.2456,2
1050.1,550.12,32.698,2.8577,19.775,26.582,1.0157,108.61,10.53,4.2996,1
1075.3,549.92,32.793,3.397,24.116,26.422,1.0155,126.74,11.706,2.8442,2
1064.2,550.06,35.624,3.1199,22.182,25.409,1.0157,118.88,11.166,3.5285,2
1051,550.33,42.629,2.8014,19.89,23.579,1.0157,109.93,10.555,4.7291,2
1053.1,549.97,56.73,2.7882,20.168,20.695,1.016,112.14,10.611,4.3401,2
1046.4,549.96,78.148,2.7142,18.962,15.946,1.0162,108.38,10.371,4.7662,2
1048.2,549.59,83.412,2.7542,19.383,15.095,1.0165,109.95,10.36,4.9444,2
1049,549.88,85.155,2.8139,19.508,16.693,1.0168,109.69,10.409,4.2291,2
1038.1,549.32,78.842,2.6289,17.94,18.941,1.017,100.94,10.053,6.8556,2
1090.7,550.05,69.259,3.7395,26.651,20.936,1.017,139.29,12.33,1.9986,2
1086.4,550.27,60.768,3.6355,25.791,22.665,1.017,135.64,12.151,1.7129,2
1087.2,550.14,53.521,3.6538,25.886,23.896,1.0173,136.02,12.321,1.6074,2
1094.5,549.7,50.91,3.8367,27.239,24.116,1.0171,140.79,12.534,1.8502,2
1095.4,550.32,51.806,3.861,27.378,24.513,1.0168,141.16,12.725,1.5343,2
1094.7,550.32,49.884,3.8598,27.249,24.695,1.0166,140.59,12.636,1.6292,2
1095.7,550.24,46.225,3.8893,27.515,24.498,1.0164,141.32,12.68,1.2691,2
1094.7,550.38,45.269,3.8637,27.273,24.156,1.0162,140.66,12.655,1.0998,2
1089.4,550.16,46.182,3.7191,26.264,23.693,1.016,137.1,12.332,1.3828,2
1086.8,549.91,47.739,3.6441,25.819,23.073,1.0159,135.61,12.246,1.4753,2
1090.9,549.65,48.234,3.698,26.565,22.133,1.0159,138.84,12.356,1.1675,2
1077.2,549.56,52.027,3.3834,24.153,20.892,1.016,129.1,11.779,1.7493,1
1060.2,550.02,62.864,3.002,21.272,19.409,1.0163,117.37,10.959,3.1327,1
1061.8,550.03,73.101,3.0209,21.434,17.259,1.0165,119.42,11.059,3.3963,1
1049.9,549.77,85.329,2.8444,19.629,17.057,1.015,110.48,10.462,5.2372,1
1050.3,550.11,82.06,2.8356,19.709,18.714,1.0151,110.28,10.46,4.147,1
1085.5,550.07,73.419,3.6372,25.694,20.222,1.0157,135.89,12.104,0.81474,1
1093.8,550.08,66.783,3.8217,27.171,21.149,1.0159,141.37,12.591,1.9049,1
1092.9,550.1,61.605,3.8048,26.982,22.213,1.0162,140.45,12.433,1.9423,1
1093,550.06,59.182,3.7983,26.994,23.047,1.0163,140.2,12.522,2.2479,2
1093.3,549.94,58.251,3.8224,27.054,23.566,1.0161,140.19,12.497,2.0248,1
1091.9,549.84,56.945,3.7818,26.795,23.794,1.0159,138.99,12.486,1.6619,1
1092.5,549.83,57.148,3.8087,26.891,24.03,1.0157,139.28,12.434,1.6387,1
1088.9,550.11,57.437,3.7281,26.249,23.987,1.0156,136.94,12.402,2.0027,2
1093.3,550.28,56.456,3.8293,27.012,23.751,1.0153,139.92,12.48,1.9933,1
1088.2,549.2,57.87,3.715,26.335,23.214,1.0153,137.21,12.323,1.9683,1
1089.4,550.14,58.695,3.6988,26.283,22.577,1.0154,137.58,12.338,1.4464,1
1088.3,550.16,62.526,3.651,26.1,21.866,1.0158,137.23,12.251,1.3628,1
1088.4,550.07,68.682,3.6322,26.111,20.702,1.0159,137.88,12.326,1.5003,2
1089.3,550.05,72.785,3.6321,26.276,19.822,1.0163,138.76,12.403,2.0043,2
1091.1,549.92,76.056,3.6825,26.559,19.304,1.0165,140.23,12.373,1.9219,1
1089.9,549.53,79.321,3.6471,26.342,19.004,1.0164,139.56,12.408,1.8791,2
1045.6,549.86,80.718,2.7319,18.898,18.752,1.0163,106.42,10.32,6.1942,2
1040,549.5,82.587,2.601,18.106,18.511,1.0161,102.61,9.9466,6.6406,2
1040.8,549.74,81.39,2.6271,18.142,18.343,1.0161,103.07,10.132,7.3535,2
1056.1,550.09,82.577,2.9568,20.612,17.9,1.0158,114.71,10.785,4.0007,1
1053.1,549.62,82.557,2.8676,20.141,17.652,1.0158,112.55,10.637,4.5358,1
1054,549.85,82.284,2.8956,20.322,17.501,1.0159,113.47,10.686,4.5998,1
1074.4,549.88,82.222,3.32,23.665,18.344,1.0161,127.99,11.567,2.03,1
1067.4,550.14,73.996,3.2003,22.541,20.273,1.0165,122.18,11.29,2.4629,1
1089.2,549.92,62.473,3.7158,26.336,22.12,1.0168,137.7,12.364,2.0837,1
1090.9,549.91,58.641,3.7532,26.599,23.579,1.017,138.58,12.443,1.8797,2
1094.6,550.1,54.312,3.842,27.218,24.43,1.0172,140.75,12.595,1.8357,2
1096,549.84,52.833,3.899,27.525,24.829,1.0173,141.4,12.706,1.8991,2
1094.6,549.86,52.376,3.8674,27.358,25.232,1.0169,140.48,12.702,1.6052,2
1097.8,544.81,54.237,4.1061,29.361,25.256,1.0165,146.43,13.117,1.6024,2
1093.8,550.16,52.327,3.8246,27.205,24.714,1.016,140.16,12.581,1.8427,2
1096,549.95,51.815,3.8565,27.568,24.552,1.0154,141.35,12.667,1.8325,2
1090.8,549.82,50.203,3.7177,26.595,24.185,1.015,138.11,12.359,1.8751,2
1088.7,550.21,53.233,3.6535,26.19,23.746,1.0148,136.68,12.295,1.4674,2
1088.8,550.17,54.53,3.6735,26.279,23.404,1.015,136.99,12.334,1.3477,2
1087.6,549.86,58.714,3.6315,26.066,22.443,1.0154,136.62,12.21,1.4752,2
1086.1,549.68,63.466,3.5838,25.769,21.346,1.0157,136.35,12.145,1.913,2
1085.4,549.52,73.161,3.558,25.604,19.65,1.0156,136.28,12.148,1.8098,2
1084.1,549.99,79.904,3.5143,25.212,18.186,1.0153,135.82,12.163,1.593,2
1086.5,550.27,83.174,3.5901,25.662,17.258,1.015,137.73,12.281,1.5644,2
1090.2,550.59,83.386,3.6624,26.386,17.333,1.0148,140.35,12.423,1.6122,2
1090,550.23,83.796,3.6496,26.23,17.12,1.0148,140.23,12.399,1.6611,2
1089.5,550.15,82.525,3.6305,26.159,17.113,1.0145,139.91,12.349,1.7542,2
1090.5,550.15,79.92,3.6137,26.357,17.26,1.014,140.71,12.455,1.6272,2
1059.2,550.17,77.201,2.9948,21.074,17.661,1.0139,117.25,10.969,3.9468,2
1048.3,549.91,73.954,2.7764,19.32,18.366,1.0142,109.13,10.404,4.5755,1
1062.6,550.09,69.727,3.0464,21.772,19.441,1.0144,119.17,11.103,3.2603,1
1092.5,550.11,62.888,3.7342,27.034,21.357,1.0147,140.19,12.425,1.3765,1
1091,550.08,53.068,3.7397,26.844,23.418,1.015,138.4,12.441,1.9529,1
1099.4,544.37,51.16,4.1626,29.988,24.719,1.0151,147.73,13.209,1.5872,1
1100,538.04,46.95,4.4264,32.069,26.037,1.015,153.58,13.678,1.9577,2
1098.9,549.32,43.945,3.9803,28.414,27.475,1.015,142.9,12.783,1.8969,2
1098,550.15,41.696,3.9514,28.154,28.475,1.0148,141.39,12.841,1.7904,2
1097.5,549.96,40.862,3.9296,28.058,28.764,1.0143,141.11,12.77,1.7066,2
1097,550.01,41.716,3.9078,27.976,28.583,1.0136,140.93,12.759,1.5697,2
1096.8,550.11,42.895,3.915,27.974,28.335,1.0132,140.84,12.686,1.6156,2
1096.9,550.14,43.019,3.919,28.03,28.215,1.0127,140.95,12.778,1.4501,2
1089.5,549.95,41.141,3.7451,26.641,27.575,1.0122,136.04,12.313,1.521,2
1093.6,549.91,39.193,3.7906,27.404,26.754,1.0122,138.8,12.519,1.0855,2
1096.5,549.89,43.79,3.8483,27.924,25.544,1.0125,141.49,12.635,1.2072,2
1095.5,550.27,52.039,3.7474,27.603,23.889,1.013,141.68,12.698,1.8174,2
1096,549.81,59.976,3.7955,27.471,22.19,1.0136,142.6,12.766,1.8608,2
1085.8,550.28,66.224,3.5355,25.587,21.057,1.0138,135.84,12.239,2.1962,2
1088.4,550.22,70.416,3.621,26.163,20.753,1.0138,137.73,12.329,1.8652,2
1087.7,550.03,72.605,3.5711,25.939,20.089,1.0135,137.61,12.302,1.5278,2
1085.4,549.81,75.731,3.5146,25.484,19.222,1.013,136.2,12.111,1.8555,2
1068,549.79,79.153,3.1493,22.645,18.893,1.0127,123.19,11.392,3.7946,2
1047,550.3,79.337,2.6995,19.096,18.725,1.0125,108.23,10.324,4.8692,2
1048.6,550.33,79.775,2.7424,19.353,18.646,1.0127,109.32,10.456,4.9507,2
1047.5,550.03,80.57,2.7261,19.177,18.938,1.0129,108.34,10.383,4.3531,1
1048.9,549.95,80.116,2.7646,19.45,20.044,1.0133,109.01,10.424,3.8617,1
1090,550.2,71.567,3.6828,26.489,22.397,1.0137,138.24,12.309,0.78461,1
1090.9,550.02,62.476,3.7039,26.704,23.999,1.014,138.32,12.386,1.5091,2
1091.5,546.33,57.731,3.8693,27.86,25.256,1.0143,140.27,12.728,1.0832,2
1090.6,547.77,57.452,3.7984,27.254,25.677,1.0147,138.69,12.581,0.83273,2
1089.1,549.79,60.688,3.6963,26.435,25.467,1.0147,136.85,12.336,2.079,2
1089.1,550.02,60.351,3.6589,26.337,25.412,1.0147,136.67,12.405,1.9209,2
1094.6,550.07,57.226,3.7699,27.438,25.605,1.0144,140.08,12.669,2.0123,2
1096,550.27,58.678,3.7749,27.846,25.355,1.0145,141.09,12.608,1.8064,2
1094.3,550.17,65.626,3.7284,27.403,23.546,1.0145,140.92,12.565,1.5578,2
1095.4,549.92,69.842,3.754,27.574,22.408,1.0147,142.05,12.666,1.4325,2
1088.6,550.11,70.947,3.5734,26.368,22.226,1.0144,137.43,12.245,1.6746,2
1088.3,550.18,71.991,3.5826,26.26,21.933,1.0145,137.31,12.308,1.5922,2
1086.8,550.05,73.099,3.5732,25.925,21.405,1.0145,136.48,12.202,1.916,2
1086.5,549.91,73.849,3.5595,25.726,21.127,1.0151,136.34,12.259,2.126,2
1086.7,549.77,74.106,3.5653,25.799,20.868,1.0153,136.53,12.18,2.0097,2
1085,549.98,74.21,3.5491,25.452,21.005,1.0152,135.06,12.182,2.5004,2
1077.5,549.86,74.363,3.3622,24.19,21.112,1.0154,129.65,11.814,2.525,2
1087.7,549.58,76.857,3.6047,25.957,20.742,1.0151,137.45,12.305,2.0438,2
1091.2,549.71,78.654,3.6834,26.564,20.278,1.0146,140.01,12.431,2.0279,2
1087.3,550.03,75.895,3.5745,25.802,20.103,1.0141,137.18,12.309,2.0097,2
1087.9,550.21,75.595,3.6052,25.989,20.227,1.014,137.49,12.335,2.2348,2
1048.2,550.16,77.28,2.7594,19.266,20.253,1.0143,108.63,10.469,5.1916,2
1047.9,550.29,78.639,2.7512,19.267,20.477,1.0144,108.35,10.38,4.6356,1
1049.9,550.26,75.542,2.808,19.617,21.424,1.0147,109.33,10.492,4.3947,1
1074,549.71,69.677,3.3367,23.759,22.432,1.0152,126.73,11.656,2.6604,1
1089.6,550.07,65.898,3.6873,26.39,23.283,1.0158,137.55,12.325,1.9637,2
1095.1,550.2,65.512,3.8144,27.4,23.362,1.0162,141.34,12.634,1.8724,2
1096.4,549.72,63.716,3.8545,27.648,23.837,1.0165,141.88,12.671,1.7198,2
1088.5,550.32,59.081,3.6795,26.212,24.441,1.0166,136.26,12.334,1.703,2
1089,549.87,59.845,3.681,26.282,24.592,1.0168,136.56,12.411,1.2468,2
1087.6,549.54,65.685,3.6325,26,24.006,1.017,135.9,12.354,1.4071,2
1088.2,549.64,66.378,3.6226,26.28,23.713,1.0167,136.35,12.368,1.5473,2
1072,549.73,68.999,3.2877,23.524,23.011,1.0169,124.64,11.566,2.4672,2
1049.8,550.33,72.081,2.7871,19.69,22.319,1.017,109.04,10.423,4.1419,2
1048.5,549.96,75.387,2.7633,19.489,21.863,1.0169,108.28,10.431,4.856,2
1047.8,550.02,77.918,2.7544,19.312,21.226,1.0173,107.88,10.296,4.8962,2
1049.3,550.36,77.012,2.7865,19.51,21.235,1.0176,108.91,10.363,4.736,2
1069.4,550.05,79.458,3.2179,22.831,21.04,1.0175,123.75,11.402,2.9826,2
1084.8,549.81,81.186,3.5502,25.401,20.837,1.0178,134.9,12.158,1.743,2
1086.2,550.25,82.305,3.5737,25.596,20.535,1.0178,135.97,12.141,1.8889,2
1091.7,550.19,88.304,3.7299,26.624,19.751,1.0176,140.27,12.494,1.5131,2
1063.1,549.9,90.474,3.1524,21.752,19.465,1.0179,119.3,11.064,3.3684,2
1072.9,550.03,78.436,3.3132,23.495,19.331,1.0171,126.76,11.558,2.9815,2
1087.3,550.22,79.948,3.5965,25.949,19.262,1.0168,137.23,12.294,1.8622,2
1051,550.03,78.721,2.8407,19.802,19.714,1.0162,110.32,10.5,4.4893,2
1048.7,549.88,78.335,2.7746,19.433,19.891,1.0155,108.9,10.489,4.6627,2
1047.8,549.91,77.984,2.7701,19.235,19.864,1.0152,108.18,10.444,4.6014,2
1047.8,550.05,78.933,2.7738,19.164,19.272,1.0148,108.58,10.428,4.4445,2
1048,549.97,81.616,2.754,19.199,19.225,1.0148,108.69,10.391,4.7077,2
1049.9,550.14,78.909,2.8248,19.639,19.94,1.0148,109.73,10.461,4.2621,2
1072.9,550.4,73.346,3.3241,23.555,20.941,1.0149,126.33,11.515,2.8664,2
1085.9,549.79,68.132,3.6134,25.71,21.818,1.0146,135.44,12.139,1.7867,2
1086.5,549.56,64.894,3.6367,25.853,22.388,1.0144,135.77,12.245,1.7207,2
1092.1,549.53,64.962,3.7579,26.888,22.365,1.0142,139.84,12.425,1.6536,2
1088.4,549.63,67.289,3.6594,26.124,21.914,1.014,137.49,12.343,1.8171,2
1088.4,549.65,74.7,3.6551,26.089,21.289,1.014,137.77,12.337,1.6718,2
1096.7,546.76,78.254,3.9748,28.584,20.665,1.0138,145.61,12.955,1.4094,2
1089.5,549.98,81.102,3.7136,26.471,20.471,1.0134,139.13,12.429,1.7578,2
1088.9,550.16,79.288,3.6909,26.231,20.554,1.0131,138.49,12.321,1.9528,2
1087.8,550.24,75.094,3.6313,25.979,20.193,1.0128,137.83,12.205,1.716,2
1093.7,550.15,73.187,3.7513,27.059,19.929,1.0124,142.04,12.625,1.6303,2
1093.8,550.01,74.773,3.7783,27.22,19.826,1.0123,142.15,12.647,1.2953,2
1093.5,549.99,71.488,3.746,27.162,19.983,1.0121,141.81,12.478,1.4398,2
1093.9,550.18,76.915,3.7837,27.229,19.626,1.0121,142.42,12.555,1.4636,2
1092.7,550.14,79.594,3.7651,26.94,19.088,1.0122,141.69,12.551,1.209,2
1090.6,549.78,81.097,3.7259,26.592,18.677,1.0121,140.34,12.474,1.662,2
1092,549.72,83.064,3.7462,26.748,18.059,1.0117,141.59,12.54,1.8587,2
1087.5,550.09,85.737,3.6701,26.253,18.432,1.011,138.41,12.199,2.0046,2
1062.3,550.27,82.369,3.1194,21.897,19.849,1.0111,119.14,11.111,3.0328,2
1094.2,550.34,69.544,3.8346,27.471,22.464,1.0111,141.72,12.612,1.6126,1
1094,550.33,56.669,3.8413,27.379,24.956,1.0113,140.86,12.496,1.2372,1
1049.2,550.42,54.234,2.8883,19.601,25.537,1.0112,108.92,10.423,4.3228,1
1090.8,550.14,50.095,3.8112,26.741,25.905,1.0109,138.79,12.392,1.5674,2
1096.6,549.98,45.298,3.9511,27.872,26.247,1.0106,142.04,12.676,1.634,2
1095,550.39,44.915,3.9273,27.568,26.701,1.0104,140.8,12.629,2.3671,2
1082,550.37,47.07,3.6191,25.279,26.553,1.0104,131.76,12.024,2.8978,2
1053.1,550.29,48.998,2.9678,20.338,26.177,1.0102,110.98,10.645,4.52,2
1051.8,550.12,48.986,2.9166,20.197,25.822,1.0101,110.19,10.508,3.767,2
1047.4,550.3,50.311,2.7631,19.508,25.287,1.0103,107.05,10.392,3.9377,2
1052.7,550.41,53.879,2.8911,20.378,24.417,1.0106,110.97,10.64,3.6312,2
1092.2,550.3,58.804,3.7711,27.141,23.33,1.011,139.58,12.461,1.2024,2
1091.4,550.36,51.683,3.6948,26.925,22.553,1.0112,139.3,12.372,0.98879,2
1089.3,550.4,57.197,3.6316,26.486,21.183,1.0111,138.65,12.41,1.4089,2
1072.6,550.08,65.246,3.2519,23.548,19.604,1.011,127.01,11.581,2.1478,2
1086.2,550.07,71.014,3.5423,25.822,18.142,1.0107,137.61,12.211,1.3628,2
1061.3,549.91,78.024,3.0308,21.575,16.852,1.0103,119.26,11.033,3.5379,2
1061.7,549.95,80.515,3.0499,21.613,16.295,1.0102,119.76,11.077,3.946,2
1048.4,549.97,81.329,2.7427,19.363,16.124,1.0102,109.77,10.38,4.9778,2
1039.6,549.5,83.239,2.6288,18.027,16.005,1.0103,103.21,10.104,6.5308,2
1041,550.16,83.432,2.6615,18.219,16.562,1.0105,103.99,10.131,5.794,2
1045.2,550.07,81.392,2.7452,19.004,17.929,1.0107,106.92,10.295,4.7741,2
1078.7,550.12,76.798,3.4856,24.717,19.709,1.011,131.17,11.825,1.8765,2
1085.1,550,66.663,3.6207,25.825,22.21,1.0108,135.06,12.054,1.6189,2
1085.9,550.09,57.661,3.7165,25.899,24.748,1.0109,135.08,12.167,1.2118,1
1086.6,550.08,53.687,3.7296,26.009,26.368,1.011,135.54,12.282,1.1767,1
1089.4,550.07,50.847,3.814,26.501,27.065,1.011,137.1,12.377,1.6884,1
1088.7,550.06,50.452,3.7943,26.346,27.536,1.0108,136.43,12.346,1.4288,1
